,0
0,2967.3040067288575
1,0.5074323291023092
2,0.8670744762196054
3,76.57097415506958
4,100143.11919253708
5,114.61400825814344
6,1001.4516358770453
7,0.04088790334913595
8,0.6398166419222787
9,996.3089829643642
